Name,RA_2000_Deg,Dec_2000_Deg,Vmag
118,82.31875,25.150555555555552,5.47
,82.41916666666667,29.18638888888889,6.24
,81.90208333333334,20.624444444444443,6.07
,82.7025,41.46194444444445,6.0
,82.68791666666667,39.825833333333335,6.37
,82.23625,2.6925000000000003,6.39
,81.77208333333333,39.05638888888889,5.87
18,83.14083333333333,57.221111111111114,6.48
9Bet,82.06125,19.240555555555556,2.84
,82.34833333333333,2.553611111111111,5.79
,82.68083333333334,22.4625,6.29
,82.60875,15.360277777777778,5.94
,82.47833333333334,1.7891666666666666,5.78
31,82.43333333333334,0.9077777777777778,4.71
,82.06375,36.769444444444446,5.57
Lam,81.58041666666666,57.0875,5.14
,82.5825,4.204166666666667,6.21
,82.27791666666667,29.883333333333333,6.75
32,82.69625,5.948055555555555,4.2
,82.58625,6.565277777777777,6.33
33,82.81041666666667,3.292222222222222,5.46
25Chi,83.18208333333334,32.19194444444444,4.76
,84.93208333333334,75.04388888888889,6.17
119,83.05333333333333,18.594444444444445,4.38
,83.36958333333334,42.10888888888889,6.55
,83.05916666666667,17.058055555555555,5.46
,82.83708333333334,5.291666666666666,6.22
10,82.78166666666667,19.136388888888888,5.55
,83.36458333333333,32.801111111111105,6.48
34Del,83.00208333333333,-0.28444444444444444,6.85
34Del,83.00166666666667,-0.29916666666666664,2.23
,84.3175,66.69611111111111,6.26
,83.40833333333333,34.725833333333334,6.27
36Ups,82.9825,6.698611111111111,4.62
,82.53958333333334,46.92222222222222,5.46
19,84.31291666666667,64.15472222222223,6.15
120,83.38166666666666,18.540277777777778,5.69
,81.75,67.37722222222223,6.03
,83.41166666666666,20.474166666666665,6.18
,83.17208333333333,0.4080555555555555,5.35
Eps,82.80291666666666,34.529444444444444,3.87
,83.28,0.2816666666666667,6.46
35,83.47625,14.305555555555557,5.64
11Alp,83.1825,16.177777777777777,2.58
,84.14666666666666,54.428888888888885,5.73
,82.3225,61.68555555555556,6.59
,83.38083333333333,0.8438888888888889,5.34
,84.06625,47.71527777777778,6.11
,82.90041666666667,44.07472222222223,5.86
,83.49,1.4077777777777778,6.59
38,83.56958333333333,3.7669444444444444,5.36
,83.51625,0.9644444444444444,6.22
,83.51666666666667,0.5294444444444444,5.93
121,83.86291666666666,24.039444444444445,5.38
37Phi,83.705,9.489444444444443,4.41
,83.21375,37.48694444444445,5.48
,83.98125,27.66222222222222,6.27
39Lam,83.78458333333333,9.934166666666666,3.54
39Lam,83.78541666666666,9.935,5.61
,83.28083333333333,34.86027777777778,5.78
,82.56625,62.07222222222222,6.19
,83.80583333333334,10.239999999999998,5.6
,84.21833333333333,40.18222222222222,6.09
,90.33416666666666,85.18222222222222,6.11
,83.75375,5.990833333333334,5.67
,83.76125,5.998055555555555,4.78
,83.46708333333333,28.151111111111113,6.53
,84.12583333333333,25.939444444444444,6.49
,83.84083333333334,3.506666666666667,6.56
,83.84375,3.5747222222222224,6.24
42,83.84666666666666,3.1616666666666666,4.59
41The,83.81625,4.612777777777778,6.73
41The,83.81708333333333,4.6147222222222215,7.96
41The,83.81875,4.610277777777777,5.13
41The,83.82208333333334,4.612222222222222,6.7
43The,83.84541666666667,4.583888888888889,5.08
,83.87958333333333,3.6352777777777776,6.38
44Iot,83.85833333333333,4.09,2.77
,83.89916666666667,2.7472222222222222,6.4
45,83.91458333333334,3.1441666666666666,5.26
,84.28666666666666,26.924166666666668,5.83
46Eps,84.05333333333333,0.7980555555555556,1.7
,84.44041666666666,33.55916666666666,6.33
122,84.26583333333333,17.040277777777778,5.54
,84.0625,4.351944444444445,6.54
40Phi,84.22625,9.290555555555555,4.09
,84.26833333333333,11.035,5.94
,83.81416666666667,32.919999999999995,5.78
123Zet,84.41125,21.1425,3.0
,84.14875,5.9350000000000005,5.72
,83.435,53.09777777777778,6.43
,84.33041666666666,8.951944444444443,6.12
26,84.65875,30.4925,5.4
,84.04291666666667,27.29222222222222,6.26
,85.61,65.69777777777779,5.6
,83.24833333333333,63.7725,5.34
,84.36416666666666,4.0616666666666665,6.05
,84.28666666666666,10.224444444444444,6.11
,84.50458333333333,7.541388888888889,5.88
,84.73916666666666,26.61777777777778,6.37
Bet,83.40625,61.51027777777778,3.76
,84.4725,3.186388888888889,6.19
,84.82666666666667,29.21527777777778,5.96
,85.33458333333333,53.48111111111111,6.23
Nu,84.31875,26.12861111111111,6.16
,84.01125,46.68611111111112,6.11
125,84.93416666666667,25.896944444444443,5.18
,84.8625,21.762777777777778,6.34
,83.76,57.12888888888889,6.75
48Sig,84.68666666666667,1.4,3.81
,84.69625,1.4058333333333333,6.65
,84.6575,5.426111111111111,5.96
47Ome,84.79625,4.121388888888888,4.57
Nu,84.43583333333333,27.310555555555556,5.31
,83.74,60.82416666666667,6.32
49,84.72125,6.786944444444444,4.8
,85.14958333333334,31.358055555555556,6.04
,85.17541666666666,31.920833333333334,6.11
,84.88,2.435277777777778,6.0
24,85.75666666666666,56.58166666666667,6.05
,84.87833333333333,8.293333333333335,6.5
23,86.03583333333333,61.47666666666667,6.15
,84.81791666666666,16.150555555555556,6.38
,85.3375,29.4875,6.43
126,85.32375,16.53388888888889,4.86
,84.68166666666667,39.2925,5.82
50Zet,85.18958333333333,0.05722222222222221,2.05
50Zet,85.19,0.05722222222222221,4.21
,85.15541666666667,1.175,6.22
,85.4775,23.32638888888889,6.59
,85.21083333333333,0.8711111111111111,4.95
Gam,82.97041666666667,75.6588888888889,5.19
,85.51625,22.660277777777775,6.36
,85.27333333333333,0.33777777777777773,5.93
Alp,84.91208333333333,33.92583333333333,2.64
,85.19166666666666,9.590555555555556,6.52
,84.9575,31.370833333333334,5.45
,85.41791666666667,1.103888888888889,6.42
,84.22791666666667,65.43972222222223,6.31
,85.83125,23.204166666666666,6.21
,85.42291666666667,15.274444444444445,6.21
51,85.61916666666667,1.4747222222222223,4.91
,83.68625,72.25861111111111,5.78
,85.55958333333334,16.469722222222224,6.15
,85.3625,32.599444444444444,6.34
,85.72416666666666,5.203888888888889,6.02
12,85.55791666666667,21.62638888888889,5.87
26,86.62666666666667,56.11555555555556,5.94
,85.78875,0.3869444444444445,6.31
27Omi,86.475,49.82638888888889,5.47
,85.54833333333333,29.464444444444442,6.19
,85.56291666666667,33.33222222222223,5.29
,86.45625,40.507222222222225,6.58
,85.84,17.4425,5.73
,87.27041666666666,62.808055555555555,6.13
,86.41416666666667,20.695,6.95
,86.25791666666667,4.008055555555556,6.09
,86.81125,42.526666666666664,6.29
,86.11833333333334,19.87361111111111,6.34
,85.87583333333333,38.59305555555556,6.25
,86.11041666666667,21.578333333333333,6.15
13Gam,86.11583333333333,21.551666666666666,3.6
,85.92125,44.16694444444444,6.39
129,86.68958333333333,15.8225,6.0
,86.51166666666667,3.731666666666667,6.34
,86.71708333333333,9.522222222222224,5.79
,86.64583333333333,1.1680555555555556,5.95
131,86.805,14.488333333333333,5.72
130,86.85916666666667,17.729166666666664,5.49
Iot,83.90125,77.17916666666667,6.05
29,87.64166666666667,56.91888888888889,6.54
133,86.92875,13.899722222222222,5.29
,88.23125,68.4713888888889,6.2
29Tau,87.29375,39.18111111111111,4.52
Mu,86.49958333333333,31.69361111111111,5.17
,87.09333333333333,20.869444444444444,6.07
14Zet,86.73875,13.178055555555556,3.55
52,87.00083333333333,6.454166666666667,5.27
,86.78166666666667,15.762222222222222,6.17
,86.86125,9.466944444444444,6.03
132,87.25416666666666,24.5675,4.86
,87.735,51.514722222222225,6.29
53Kap,86.93916666666667,8.330277777777779,2.06
,86.76958333333333,27.360833333333336,6.22
30,88.0725,58.96416666666667,6.14
,87.14541666666666,3.9052777777777776,5.97
,86.61416666666666,45.40277777777778,5.31
,86.8275,34.32527777777778,6.32
134,87.38708333333334,12.651111111111112,4.91
31Ups,87.76,37.30555555555555,4.74
32Nu,87.8725,39.14861111111111,3.97
,87.74208333333333,27.967777777777776,5.56
,87.51083333333334,9.871111111111112,5.8
Del,86.19333333333333,64.26444444444445,4.35
135,87.62041666666667,14.305555555555557,5.52
,86.99208333333333,39.347500000000004,6.61
,87.85708333333334,32.125,6.25
,87.55458333333333,4.423333333333334,5.97
Bet,86.82125,50.93361111111111,3.85
,87.40208333333334,13.51638888888889,5.49
Pi,84.29083333333334,79.53083333333333,5.65
,86.80416666666666,53.63916666666667,6.18
,87.625,2.0244444444444443,5.98
,88.16458333333334,39.574444444444445,6.45
,87.47291666666666,21.028333333333336,5.87
31,88.74083333333333,59.888333333333335,5.2
,88.16708333333334,33.9175,5.98
30Xi,88.71166666666667,55.706944444444446,4.99
,88.0975,19.868055555555557,6.06
55,87.84166666666667,6.481944444444444,5.35
,87.39208333333333,43.124722222222225,6.38
137,88.09291666666667,14.171666666666667,5.59
136,88.33166666666666,27.612222222222222,4.58
15Del,87.83041666666666,19.120833333333334,3.81
,87.86916666666667,21.073888888888888,6.17
56,88.11,1.855,4.78
,88.32958333333333,20.299166666666668,6.71
,88.03166666666667,8.95861111111111,5.97
Bet,87.74,34.23166666666667,3.12
,89.39583333333333,66.0961111111111,6.25
Gam,87.45708333333333,55.833333333333336,4.51
,87.99791666666667,28.551388888888887,6.45
,87.61916666666667,51.23222222222223,6.35
,89.06,51.803888888888885,6.49
,88.74583333333334,31.701666666666664,5.9
54Chi,88.59541666666667,20.27611111111111,4.41
,88.55583333333334,10.586944444444445,6.12
,87.72166666666666,51.89111111111111,5.17
,88.63416666666667,11.7625,6.59
,88.56541666666666,3.225277777777778,6.31
57,88.73625,19.749722222222225,5.92
,88.13833333333334,36.36888888888889,5.63
,89.27041666666666,49.029444444444444,6.47
,88.19875,37.47416666666667,6.7
Lam,88.27875,32.19861111111111,4.87
,88.68375,0.9683333333333334,6.0
,88.64458333333333,3.9361111111111113,6.57
,82.55791666666667,83.215,6.2
,88.48916666666666,18.361666666666668,6.69
58Alp,88.79291666666667,7.406944444444445,0.5
Lam,86.95041666666667,71.29777777777778,6.53
,88.95541666666666,20.175,5.4
Eps,87.47333333333333,65.09888888888888,5.11
,88.68166666666667,10.226111111111111,5.66
,89.14083333333333,28.942222222222224,6.32
,89.01458333333333,13.925277777777778,6.6
,88.55875,28.852222222222224,6.36
,88.34541666666667,41.078611111111115,6.55
,88.87625,3.383611111111111,5.87
,88.8975,3.211666666666667,6.28
,88.08458333333333,56.84388888888889,5.94
,87.84583333333333,63.96638888888889,6.36
,89.23375,24.249722222222225,6.02
,89.11666666666666,9.509722222222223,5.99
,89.20625,11.521111111111113,5.87
33Del,89.88166666666666,54.28472222222222,3.72
,91.28875,75.58583333333333,6.4
,89.94041666666666,55.32083333333334,6.44
,89.95041666666667,54.54722222222222,6.14
,89.84083333333334,49.92444444444444,5.89
,88.71875,38.04194444444444,5.57
,88.54458333333334,49.63805555555555,6.52
139,89.49875,25.953888888888887,4.82
16Eta,89.10125,13.832222222222223,3.71
,89.05958333333334,21.159722222222225,5.96
Xi,88.87458333333333,36.87916666666666,4.97
34Bet,89.88208333333333,44.9475,1.9
,88.67125,48.37305555555555,6.1
,89.14375,22.784444444444446,6.36
35Pi,89.98375,45.93694444444444,4.26
Sig,89.08708333333334,30.6175,5.5
,89.47583333333333,1.2244444444444447,6.22
,88.70916666666666,51.36472222222222,5.29
37The,89.93041666666667,37.212500000000006,2.62
,90.07916666666667,44.591944444444444,6.22
,89.54875,-0.9941666666666666,6.22
,89.20416666666667,30.02388888888889,6.44
,89.72166666666666,12.808611111111112,5.7
59,89.60166666666667,1.8369444444444445,5.9
36,90.24416666666667,47.901944444444446,5.73
,88.52541666666667,62.91,4.65
60,89.70666666666666,0.5530555555555556,5.22
,88.54958333333333,63.51777777777777,6.63
,90.42958333333333,48.95944444444445,5.96
Gam,89.38416666666667,34.71666666666667,4.36
1,89.75416666666666,8.617777777777777,6.12
2,89.76791666666666,8.441666666666666,5.03
,89.90708333333333,0.5555555555555556,6.63
,90.2925,31.034722222222225,5.98
,90.25166666666667,27.572222222222223,6.05
,90.70291666666667,49.90555555555555,6.05
,90.01416666666667,2.9258333333333333,4.53
,89.31,52.57388888888889,6.45
,90.72333333333333,43.37861111111111,6.42
,90.42333333333333,22.40083333333333,6.37
,89.65666666666667,43.96555555555556,5.81
,90.07375,11.100277777777778,6.22
38,90.825,42.91166666666666,6.1
Eta,89.78666666666666,41.18472222222223,3.96
,91.28458333333333,59.393055555555556,6.34
,90.72958333333334,32.63583333333333,6.24
,91.12125,51.57333333333334,6.45
61Mu,90.59583333333333,9.647499999999999,4.12
Kap,87.56958333333333,78.63861111111112,5.47
,91.66333333333333,63.453611111111115,6.39
,90.57125,1.6944444444444444,6.59
3,90.46,9.401944444444444,4.95
,90.30458333333333,24.58222222222222,6.05
64,90.86375,19.690555555555555,5.14
,90.31833333333333,32.08833333333334,5.55
39,91.26416666666667,42.98166666666667,5.87
,90.85291666666667,11.680833333333332,6.08
1,91.03,23.263333333333332,4.16
62Chi,90.98,20.138333333333332,4.63
,90.64083333333333,13.502777777777778,6.2
,91.26083333333334,37.96416666666667,6.34
,90.205,50.78361111111111,5.67
,91.39166666666667,33.59916666666667,6.23
,90.81458333333333,25.715555555555554,5.04
,91.53541666666666,35.3875,6.12
,91.05625,5.2908333333333335,5.21
40,91.64625,38.48277777777778,5.36
63,91.2425,5.42,5.67
66,91.24333333333334,4.158611111111111,5.63
,91.59375,29.5125,6.08
,91.86208333333333,41.85416666666667,6.12
17,91.24625,15.515555555555556,4.93
,91.08458333333333,31.8275,5.65
,91.3625,9.757222222222223,5.87
,90.53833333333333,59.903055555555554,6.45
37,92.49625,58.93583333333333,5.36
,92.09583333333333,41.05555555555555,6.36
,91.66125,3.8061111111111114,5.38
18The,91.53875,13.064722222222223,4.67
,91.44041666666666,23.804444444444446,6.95
,91.11833333333334,44.96333333333334,6.35
,91.1675,44.92111111111111,5.93
67Nu,91.89291666666666,14.768333333333334,4.42
,91.36291666666666,34.48638888888889,5.8
,91.71625,10.82638888888889,6.66
,91.19541666666667,47.54138888888889,6.58
,91.63333333333334,22.889444444444443,5.47
,91.52291666666666,28.24138888888889,5.81
36,93.21291666666667,65.71833333333333,5.32
,91.74,20.18722222222222,5.78
,92.19666666666667,8.67,6.55
19,91.92333333333333,18.83416666666667,5.31
,92.385,22.19,5.93
,91.76541666666667,33.68805555555556,5.83
Pi,91.67083333333333,41.70138888888889,6.12
,92.94166666666666,52.64722222222222,6.3
3,92.43333333333334,23.113333333333333,5.75
,92.24125,2.4994444444444444,5.73
41,92.90208333333334,48.713055555555556,6.82
41,92.9025,48.711111111111116,6.09
The,91.88166666666666,36.746944444444445,5.02
,91.75791666666667,44.90861111111111,6.51
,92.40083333333334,4.288888888888889,6.17
,92.24125,21.572499999999998,5.5
Pi,91.97041666666667,41.846111111111114,5.5
,92.33458333333333,17.87388888888889,6.35
,92.39291666666666,13.415833333333333,5.56
,92.7575,18.129444444444445,6.33
5,92.88458333333334,24.42027777777778,5.8
,92.44958333333334,21.225833333333334,5.71
,92.14416666666666,43.64388888888889,6.27
,93.43875,51.1725,6.04
,93.08375,32.69333333333333,5.78
,92.96416666666667,21.86861111111111,6.56
,92.86625,13.63861111111111,6.04
,92.44666666666667,25.299166666666668,6.27
68,93.00541666666666,19.790555555555557,5.75
Eta,91.53916666666667,65.96027777777778,5.71
,92.75541666666666,5.245833333333334,6.15
,91.76416666666667,61.84527777777778,5.05
6,93.07958333333333,22.90833333333333,6.39
69,93.01375,16.130555555555556,4.95
70Xi,92.985,14.208888888888888,4.48
,92.64416666666666,26.845833333333335,5.72
40,93.91916666666667,59.99916666666667,5.35
,92.93208333333334,3.3344444444444443,6.18
,92.54291666666667,39.646388888888886,5.58
,92.34708333333333,48.437222222222225,6.49
,92.96583333333334,5.449722222222222,5.05
,92.80625,25.51777777777778,6.09
,93.38916666666667,18.68027777777778,6.58
,93.3025,10.627500000000001,6.45
,94.71166666666667,69.31972222222223,4.8
,93.185,1.4955555555555555,6.62
,92.66625,44.71805555555556,6.31
Del,92.57458333333334,53.031388888888884,4.81
,93.19291666666666,16.236944444444443,6.52
,93.61916666666667,17.906388888888888,5.88
1,94.47833333333334,61.515277777777776,4.98
7Eta,93.71916666666667,22.506666666666668,3.28
,93.9125,36.14861111111111,6.92
,93.47625,2.258611111111111,5.83
44Kap,93.84458333333333,29.498055555555556,4.35
71,93.71208333333334,19.156388888888888,5.2
Nu,92.18416666666667,67.15666666666667,5.06
,93.78541666666666,13.851111111111111,5.91
72,93.85458333333334,16.143055555555556,5.3
,93.65291666666667,3.431666666666667,5.83
,93.43791666666667,22.138055555555553,6.39
,93.38875,28.60388888888889,6.54
5Gam,93.71375,5.7252777777777775,3.98
42,94.39458333333333,46.424166666666665,6.52
73,93.9375,12.551111111111112,5.33
8,94.07916666666667,23.97,6.08
,93.91708333333334,6.066111111111111,6.07
,93.94583333333334,4.283611111111111,6.64
,93.89291666666666,-0.5122222222222222,5.65
,93.87375,3.084722222222222,5.99
,94.09916666666666,17.18138888888889,6.39
,93.975,1.1691666666666667,6.37
,93.85833333333333,8.964722222222223,6.1
2,94.90583333333333,59.01083333333333,4.48
43,94.57041666666667,46.36055555555556,6.38
9,94.24458333333334,23.740833333333335,6.25
74,94.11083333333333,12.272222222222224,5.04
,93.785,19.727777777777778,5.91
,93.82291666666667,17.523333333333333,5.99
,93.93708333333333,12.281666666666666,5.01
Eta,92.8125,64.41055555555556,5.01
,94.08833333333334,1.0802777777777777,6.63
75,94.2775,9.9425,5.39
,94.24333333333334,7.053055555555555,6.57
,94.03208333333333,15.382222222222222,5.92
,94.38875,14.058333333333334,6.59
,94.31708333333333,5.1002777777777775,5.71
,93.98833333333333,28.211666666666666,6.67
,94.52333333333333,14.382777777777779,6.16
,94.26458333333333,21.285,6.07
6,94.39666666666666,9.274722222222222,6.75
Kap,94.13791666666667,34.85944444444444,4.37
4,95.515,59.37222222222222,5.94
,94.7575,17.325,6.32
,94.66875,9.047222222222222,6.24
,94.42375,15.184166666666666,5.14
Alp,92.56,73.24694444444444,5.09
,94.14833333333333,38.73555555555556,6.0
,94.255,36.262499999999996,5.53
45,95.44208333333333,53.452222222222225,5.36
,94.28958333333334,36.746944444444445,5.87
,94.55708333333334,18.033055555555556,5.52
,94.71083333333333,8.609722222222222,5.36
,94.70333333333333,14.975277777777777,6.06
,95.0175,14.651111111111112,5.69
,94.78291666666667,7.413611111111112,6.22
,94.74583333333334,19.073888888888888,5.81
,95.30041666666666,29.541111111111114,6.43
7,94.92833333333333,6.176944444444445,5.27
,94.07708333333333,58.78638888888889,6.43
,94.99833333333333,1.0555555555555556,4.9
,95.21791666666667,11.756388888888889,6.54
,95.35791666666667,17.76361111111111,6.35
,94.46541666666667,51.26694444444444,6.41
,94.92083333333333,33.60333333333333,5.78
,95.3575,2.268611111111111,6.31
,94.695,49.64083333333333,7.04
1Zet,95.07833333333333,29.936666666666667,3.02
,93.77458333333334,70.29722222222222,6.64
,95.35291666666667,10.226666666666667,5.64
,97.06083333333333,70.53555555555555,5.97
13Mu,95.74,22.51361111111111,2.88
,95.65208333333334,12.57,6.0
,95.15125,33.85611111111111,5.53
46Psi,96.22458333333333,49.28805555555555,4.91
,95.02541666666667,47.25888888888889,6.6
,96.6075,56.285,5.64
,95.82708333333333,3.7644444444444445,6.4
5,96.70375,58.41722222222222,5.21
2Bet,95.675,16.04416666666667,1.98
,95.84458333333333,3.3127777777777774,6.67
Del,95.52833333333334,32.563611111111115,3.85
,96.21916666666667,29.70722222222222,6.71
8Eps,95.94208333333333,4.592777777777777,4.44
,95.94375,4.595555555555555,6.72
,96.00958333333334,8.884722222222221,6.26
,95.9,8.125555555555556,6.19
,96.22041666666667,16.056944444444444,6.33
,95.94166666666666,14.928333333333333,6.24
,96.38708333333334,23.326944444444443,6.06
,96.04291666666667,10.469722222222222,5.22
,95.94833333333334,18.21472222222222,6.6
,95.81,30.209999999999997,6.34
,96.36708333333333,14.721944444444444,6.24
,96.08541666666666,11.037500000000001,6.12
,96.30458333333333,7.085833333333333,5.98
,95.98291666666667,24.42222222222222,5.63
,96.32666666666667,1.501111111111111,6.66
,96.31833333333333,-0.9461111111111111,5.87
,96.96291666666667,47.405277777777776,6.56
,96.44416666666666,2.272222222222222,6.51
,96.00416666666666,35.29222222222222,5.62
,96.44625,2.1108333333333333,6.35
,96.18291666666667,27.220000000000002,6.39
,96.89791666666666,32.56305555555555,6.43
Nu,95.7325,55.63,5.61
,96.495,6.105833333333334,6.4
,95.90708333333333,51.81888888888889,5.98
,96.18541666666667,39.715833333333336,6.31
,96.665,0.49277777777777776,5.87
,96.64375,3.4027777777777777,6.15
Alp,95.98791666666666,51.30416666666667,-0.72
,96.74458333333334,0.8408333333333333,6.71
,96.68708333333333,6.488611111111111,6.27
,96.37458333333333,34.93611111111112,6.25
16,96.98583333333333,20.496111111111112,6.22
6,97.69666666666667,58.16277777777778,5.88
48,97.14208333333333,30.493055555555557,5.55
,96.835,2.9080555555555554,5.55
,96.8075,0.29916666666666664,5.2
,96.815,-0.2761111111111111,5.55
,95.94541666666667,57.45611111111111,6.48
,95.75541666666666,62.316944444444445,6.27
47,97.5125,46.68555555555555,5.9
,97.23583333333333,26.967777777777776,6.47
,97.11666666666666,16.238333333333333,6.23
,96.20083333333334,51.19361111111112,6.51
,97.07833333333333,10.30388888888889,6.15
18Nu,97.24083333333333,20.21222222222222,4.15
10,96.99,3.2377777777777776,5.06
,96.05708333333334,59.71888888888889,5.8
,100.07,79.59944444444444,6.54
,97.07,1.912222222222222,6.48
,96.43166666666667,47.82277777777778,5.76
,96.79666666666667,24.14333333333333,6.07
,101.12583333333333,82.11527777777778,6.65
,97.25,11.019444444444446,6.59
Pi,95.65916666666666,68.01583333333333,5.56
,96.78125,36.10444444444445,6.48
,96.10958333333333,62.571111111111115,6.46
,97.31208333333333,2.6461111111111113,6.16
11Bet,97.20416666666667,6.967222222222222,4.6
11Bet,97.20625,6.9655555555555555,5.4
11Bet,97.20625,6.9655555555555555,5.6
,97.15541666666667,16.53388888888889,5.77
,96.23166666666667,62.17222222222222,6.27
Lam,97.04208333333334,31.42,4.48
,97.52291666666666,9.029166666666667,6.57
,100.12,77.99583333333334,5.73
,97.16333333333333,31.628888888888888,5.74
,99.47875,73.69555555555556,6.24
,97.79208333333334,16.93861111111111,6.2
,97.54708333333333,9.918611111111112,5.93
,97.17625,40.925555555555555,6.32
,96.76666666666667,57.99777777777778,5.82
,97.78958333333334,11.250833333333333,6.14
19,97.90583333333333,15.903333333333334,6.4
,98.11333333333333,32.45472222222222,5.87
,97.64458333333333,12.851944444444445,6.16
,97.91333333333333,11.792222222222222,6.65
,97.95125,11.544444444444444,5.23
7,98.63666666666667,55.35305555555556,6.45
Pi,96.36916666666667,68.30972222222222,5.38
,98.09708333333333,11.67361111111111,6.03
,97.84583333333333,11.608333333333334,5.15
,97.69291666666666,26.230555555555558,5.93
,97.95875,7.841944444444444,5.43
12,98.08,4.855833333333333,5.84
,98.42791666666666,33.024166666666666,6.42
,97.45458333333333,49.76083333333333,5.27
13,98.22583333333333,7.333055555555555,4.5
,98.09625,4.13111111111111,5.6
4Xi,97.96375,22.581666666666667,4.33
,97.80416666666666,34.740833333333335,5.84
,97.36875,55.14722222222222,5.22
,97.74916666666667,39.08361111111111,6.2
,98.40041666666667,14.155277777777778,5.53
,98.19541666666667,10.83361111111111,6.24
,97.89583333333333,35.06,6.34
8,99.4225,61.48111111111111,5.94
,98.40791666666667,0.7797222222222222,5.1
,100.13416666666667,71.74888888888889,5.92
,98.1625,31.969444444444445,5.69
49,98.80041666666666,28.022222222222222,5.27
,98.08875,36.303333333333335,5.24
,97.82625,50.17388888888888,5.6
,101.55875,79.56472222222222,5.45
11,99.41041666666666,56.8575,5.85
,98.36083333333333,19.07611111111111,6.4
14,98.69333333333333,7.5725,6.45
,99.13708333333334,38.445277777777775,5.29
,98.82333333333334,9.988333333333333,5.88
,98.29291666666667,37.374722222222225,6.44
,97.5125,64.43166666666667,6.29
,98.81583333333333,0.89,5.8
,97.79416666666667,60.12027777777778,6.15
,98.45625,35.76777777777777,5.42
Mu,97.99333333333334,57.24583333333333,5.7
,99.0,4.4975000000000005,6.55
5Xi,98.76416666666667,21.03527777777778,4.54
,98.64708333333333,31.28361111111111,5.62
,98.35875,51.67111111111111,6.19
,99.36333333333333,24.590833333333332,6.44
,99.14708333333333,4.788888888888889,5.52
51,99.66458333333334,39.39083333333333,5.69
52Psi,99.705,39.902499999999996,5.2
24Gam,99.42791666666666,16.399166666666666,1.93
,99.35041666666666,6.1352777777777785,6.06
6Nu,99.095,17.34,5.7
,98.85041666666666,35.22,5.59
53,99.59583333333333,28.984166666666667,5.79
,99.40375,10.853055555555555,6.38
50Psi,99.83291666666666,42.48888888888889,4.79
,99.19458333333333,12.679166666666667,5.97
7Nu,99.17083333333333,18.74416666666667,3.95
,99.41791666666667,2.704166666666667,6.17
,98.975,35.91111111111111,6.35
,99.46958333333333,4.957222222222223,6.15
,99.17041666666667,21.384999999999998,6.35
,99.99166666666666,44.013888888888886,6.41
,98.74416666666667,51.02444444444444,4.39
,99.77208333333333,22.030833333333334,6.04
,99.42041666666667,11.015,6.12
54,99.88791666666667,28.263055555555557,6.03
,99.88083333333333,24.6,6.38
,99.58541666666666,1.456388888888889,6.14
,99.70625,4.700555555555556,6.57
,99.65875,1.613611111111111,6.21
8Nu,99.4725,17.7625,4.43
,99.25791666666667,37.85333333333333,6.04
,99.21375,40.44305555555556,6.34
,99.3075,35.00944444444444,5.71
,99.44833333333334,31.66027777777778,5.27
,99.6475,15.126388888888888,6.03
,99.94833333333334,12.983055555555556,5.97
,99.81958333333333,13.854166666666668,4.82
Nu,99.44041666666666,42.80388888888889,3.17
,100.40708333333333,35.93194444444444,6.46
25,100.3375,28.19638888888889,6.42
,100.1325,6.371666666666666,6.51
,99.90125,22.304444444444446,6.05
15,100.24458333333334,9.895555555555555,4.66
,100.34083333333334,16.3975,6.28
,100.32166666666667,11.003333333333334,6.11
55Psi,100.77083333333333,44.52444444444444,5.02
,99.92791666666666,29.529722222222222,5.71
,100.2725,0.49527777777777776,5.79
,99.65666666666667,47.77972222222222,4.93
,101.04833333333333,53.296388888888885,6.27
,100.8075,37.14694444444444,6.19
,99.98708333333333,37.84111111111111,6.58
26,100.60125,17.64527777777778,5.21
,100.49708333333334,6.345,6.37
,99.5025,60.466944444444444,6.18
,100.485,8.832777777777778,5.19
12,101.55875,59.44166666666666,4.87
,101.0525,36.109722222222224,6.31
27Eps,100.98291666666667,25.13111111111111,2.98
,100.77708333333334,3.033333333333333,6.19
,100.30875,39.650277777777774,6.12
,100.20541666666666,46.32527777777778,6.65
13,101.70625,57.16916666666666,5.35
30,100.99708333333334,13.227777777777778,4.49
,100.91125,3.9322222222222223,5.9
28,101.18958333333333,28.97083333333333,5.44
,100.69083333333333,21.550833333333333,6.13
,100.56833333333333,37.60138888888889,6.29
56Psi,101.68458333333334,43.5775,5.25
31Xi,101.3225,12.895555555555555,3.36
,102.05375,55.70444444444445,6.33
,102.05125,55.70444444444445,6.28
57Psi,101.915,48.78944444444444,5.22
,100.84708333333333,38.80666666666667,6.3
32,101.47583333333333,12.693611111111112,6.46
42,102.73791666666666,67.57194444444444,5.14
9Alp,101.28708333333333,15.283888888888889,-1.46
10,101.11833333333334,30.929444444444446,5.2
,101.21625,26.658611111111114,6.45
16,101.635,8.587222222222223,5.93
,101.34708333333333,22.538055555555555,6.05
,101.26,29.41388888888889,6.54
,101.49708333333334,13.203888888888889,5.32
,101.84791666666666,18.193333333333335,6.2
,101.345,30.20638888888889,5.92
,101.38041666666666,29.051111111111112,5.8
,101.6625,9.892777777777779,5.66
17,101.8325,8.037222222222223,4.77
11,101.71291666666667,13.574166666666667,5.29
,100.24083333333333,70.22444444444444,6.51
18,101.965,2.4122222222222223,4.47
